"Status","Name","Duration in ms","Description"
"passed","testcase.test_all.Test_all#test_Default_condition_query","6295","<font color='red'>当前执行时间: </font> 2021-12-20 14:15:12<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_10<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>10 人员流动统计-入职人员来源统计<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/PersonFlowStatisticsFrame<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5306","<font color='red'>当前执行时间: </font> 2021-12-20 14:18:05<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_41<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>41 个人信息查询人次<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/NumberPersonal<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5279","<font color='red'>当前执行时间: </font> 2021-12-20 14:18:16<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_43<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>43 电子执业证使用次数<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/NumberCertificate<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5359","<font color='red'>当前执行时间: </font> 2021-12-20 14:15:36<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_14<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>14 在职人员查询<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/OnJobPersonInquiry<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5299","<font color='red'>当前执行时间: </font> 2021-12-20 14:16:08<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_20<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>20 人员流动汇总统计-离职人员去向汇总统计<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/PersonFlowSummaryStatistics<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5990","<font color='red'>当前执行时间: </font> 2021-12-20 14:17:22<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_33<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>33 诚信记录生效清单-连续12个月诚信行为<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/IntegrityRecordsEffectiveList<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5358","<font color='red'>当前执行时间: </font> 2021-12-20 14:17:39<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_36<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>36 被解约人员统计-汇总统计<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/CancelledPersonStatistics<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_OD_inquire","9724","<font color='red'>当前执行时间: </font> 2021-12-20 14:13:41<Br/><font color='red'>用例编号（test_id）: </font> test_OD_inquire_02<Br/><font color='red'>模块（module）: </font>01 个信息查询<Br/><font color='red'>标题_名称（name）: </font>02 单个查询:在职-其他<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/PersonInfoInquiry<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""name"": ""李巧华"",
 ""type"": ""其他"",
 ""number"": ""M30102575""
}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5363","<font color='red'>当前执行时间: </font> 2021-12-20 14:16:54<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_28<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>28 各类诚信行为统计-各类诚信行为汇总统计<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/IntegrityBehaviorsStatistics<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","7535","<font color='red'>当前执行时间: </font> 2021-12-20 14:17:10<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_31<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>31 诚信记录生效清单-造成经济损失人员<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/IntegrityRecordsEffectiveList<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5438","<font color='red'>当前执行时间: </font> 2021-12-20 14:14:38<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_04<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>04 培训记录状态-诚信记录<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/IntegrityRecordStatus<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5314","<font color='red'>当前执行时间: </font> 2021-12-20 14:16:03<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_19<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>19 从业时长汇总统计<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/PersonnelInfoInquiry/WorkingTimeSummaryStatistics<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5334","<font color='red'>当前执行时间: </font> 2021-12-20 14:17:50<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_38<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>38 逾期办理离职申诉管理<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/OverdueAppealManage<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5497","<font color='red'>当前执行时间: </font> 2021-12-20 14:16:26<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_23<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>23 业务指标清单查询-<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/BusinessIndicators<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","10300","<font color='red'>当前执行时间: </font> 2021-12-20 14:14:32<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_03<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>03 执业证导入追踪<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/LicenseImportTrack<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5280","<font color='red'>当前执行时间: </font> 2021-12-20 14:18:00<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_40<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>40 账号登录次数<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/NumberLogins<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5361","<font color='red'>当前执行时间: </font> 2021-12-20 14:15:41<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_15<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>15 离职人员查询<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/ResignPersonInquiry<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","4255","<font color='red'>当前执行时间: </font> 2021-12-20 14:17:55<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_39<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>39 逾期离职申诉统计<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/OverdueAppealStatistics<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_OD_inquire","9819","<font color='red'>当前执行时间: </font> 2021-12-20 14:13:31<Br/><font color='red'>用例编号（test_id）: </font> test_OD_inquire_01<Br/><font color='red'>模块（module）: </font>01 个信息查询<Br/><font color='red'>标题_名称（name）: </font>01 单个查询:在职-身份证<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/PersonInfoInquiry<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""name"": ""邓辉"",
 ""type"": ""身份证"",
 ""number"": ""431225199212061818""
}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5341","<font color='red'>当前执行时间: </font> 2021-12-20 14:14:55<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_07<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>07 我的已处理未生效件<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/MyProcessed<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
"passed","testcase.test_all.Test_all#test_Default_condition_query","5404","<font color='red'>当前执行时间: </font> 2021-12-20 14:15:30<Br/><font color='red'>用例编号（test_id）: </font> test_Default_condition_query_13<Br/><font color='red'>模块（module）: </font>02 默认条件查询<Br/><font color='red'>标题_名称（name）: </font>13 入职人员查询<Br/><font color='red'>优先级（priority）: </font>高<Br/><font color='red' >URL: </font>https://platform.giiatop.com/sinc/#/SincerityCMS/EntryPersonInquiry<Br/><font color='red' >前置条件（preposition）: </font>前置<Br/><font color='red' >预期结果（expected_result）: </font>预期结果<Br/><font color='red' >实际结果（actual_result）: </font>通过<Br/><font color='red' >操作详情（assert_fail_hint）: </font>操作详情<Br/><font color='red' >定位失败原因（location_fail_hint）: </font>定位失败原因<Br/><font color='red' >操作的数据（data）: </font>{
 ""nameORnumber"": """"

}<Br/>"
